Condition,google_product_category,store_code,vehicle_fulfillment(option:store_code),Brand,Model,Year,Color,Mileage,Price,VIN,image_link,link_template
Used,123,xpremium,in_store:premium,NISSAN,MAXIMA,2018,PEWTER,115687,11900,1N4AA6AP4JC368154,https://premiumcarsfl.com/wp-content/uploads/2023/12/1N4AA6AP4JC368154-03.jpg,https://premiumcarsfl.com/listing/2018-nissan-maxima-3-5-sl-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,FORTE,2020,Silver,83963,12900,3KPF24AD5LE222039,https://premiumcarsfl.com/wp-content/uploads/2023/12/3KPF24AD5LE222039-03.jpg,https://premiumcarsfl.com/listing/2020-kia-forte-lxs-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,"GRAN CARAVAN",2019,Black,115003,11900,2C4RDGCG6KR513713,https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RDGCG6KR513713-03.jpg,https://premiumcarsfl.com/listing/2019-dodge-grand-caravan-sxt-35th-anniversary-edition-4dr-mini-van-2/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,ALTIMA,2015,Gray,147917,5900,1N4AL3AP9FC126668,https://premiumcarsfl.com/wp-content/uploads/2023/12/1N4AL3AP9FC126668-03.jpg,https://premiumcarsfl.com/listing/2015-nissan-altima-2-5-sv-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,RAM,PROMASTER,2019,White,94682,16900,ZFBHRFBB9K6L97673,https://premiumcarsfl.com/wp-content/uploads/2024/01/ZFBHRFBB9K6L97673-02.jpg,https://premiumcarsfl.com/listing/2019-ram-promaster-city-slt-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,"SANTA FE",2017,Blue,122684,7900,KM8SM4HF1HU209258,https://premiumcarsfl.com/wp-content/uploads/2024/01/KM8SM4HF1HU209258-02.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-lwb-cargo-mini-van-w-rear-doors-3/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,"TRANSIT CONNECT",2015,White,147309,13900,NM0KE6EX9F1210406,https://premiumcarsfl.com/wp-content/uploads/2024/01/NM0KE6EX9F1210406-02.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-lwb-cargo-mini-van-w-rear-doors-2/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,RAV4,2020,White,104861,17900,2T3H1RFV2LC050584,https://premiumcarsfl.com/wp-content/uploads/2024/01/2T3H1RFV2LC050584-02.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-lwb-cargo-mini-van-w-rear-doors/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,"TRANSIT CONNECT",2019,White,105749,18900,NM0LS7E21K1429734,https://premiumcarsfl.com/wp-content/uploads/2024/01/NM0LS7E21K1429734-02.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-cargo-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,BLAZER,2017,White,164230,13900,1GCRCNEC7HZ120612,https://premiumcarsfl.com/wp-content/uploads/2024/01/1GCRCNEC7HZ120612-02.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-silverado-1500/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,FUSION,2017,White,104484,8900,3FA6P0HD1HR116340,https://premiumcarsfl.com/wp-content/uploads/2024/01/3FA6P0HD1HR116340-02.jpg,https://premiumcarsfl.com/listing/2017-ford-fusion-se-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,ROGUE,2018,Black,102491,10900,KNMAT2MT1JP613653,https://premiumcarsfl.com/wp-content/uploads/2024/01/KNMAT2MT1JP613653-02.jpg,https://premiumcarsfl.com/listing/2018-nissan-rogue-s-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,MITSUBISHI,"ECLIPSE CROSS",2019,Black,81646,11900,JA4AT3AA0KZ034209,https://premiumcarsfl.com/wp-content/uploads/2024/01/JA4AT3AA0KZ034209-02.jpg,https://premiumcarsfl.com/listing/2019-mitsubishi-eclipse-cross-es-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,BMW,,2017,Gray,111521,10900,5UXWZ7C57H0T44094,https://premiumcarsfl.com/wp-content/uploads/2024/01/5UXWZ7C57H0T44094-02.jpg,https://premiumcarsfl.com/listing/2017-bmw-x3-sdrive28i-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EDGE,2020,Silver,74518,14900,MAJ6S3KL7LC365426,https://premiumcarsfl.com/wp-content/uploads/2024/01/MAJ6S3KL7LC365426-02.jpg,https://premiumcarsfl.com/listing/2020-ford-ecosport-titanium-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,CADILLAC,,2014,White,100764,8900,1G6AG5RX0E0145918,https://premiumcarsfl.com/wp-content/uploads/2024/01/1G6AG5RX0E0145918-02-2.jpg,https://premiumcarsfl.com/listing/2014-cadillac-ats-2-0t-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SPORTAGE,2020,Gold,88289,14900,KNDPM3AC1L7722439,https://premiumcarsfl.com/wp-content/uploads/2024/02/KNDPM3AC1L7722439-02.jpg,https://premiumcarsfl.com/listing/2020-kia-sportage-lx/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SOUL,2021,Red,63161,14900,KNDJ23AU1M7748058,https://premiumcarsfl.com/wp-content/uploads/2024/02/KNDJ23AU1M7748058-02.jpg,https://premiumcarsfl.com/listing/2021-kia-soul-wagon/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,TUCSON,2020,Silver,36420,17900,KM8J23A44LU265966,https://premiumcarsfl.com/wp-content/uploads/2024/02/KM8J23A44LU265966-02.jpg,https://premiumcarsfl.com/listing/2020-hyundai-tucson-se/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SOUL,2023,Gray,35680,16900,KNDJ23AU4P7204139,https://premiumcarsfl.com/wp-content/uploads/2024/02/KNDJ23AU4P7204139-02.jpg,https://premiumcarsfl.com/listing/2023-kia-soul-s-sport-wagon/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,FUSION,2018,Gray,94219,10900,3FA6P0HD7JR188987,https://premiumcarsfl.com/wp-content/uploads/2024/02/3FA6P0HD7JR188987-02-1.jpg,https://premiumcarsfl.com/listing/2018-ford-fusion-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,PORSCHE,PANAMERA,2020,White,23426,68900,WP0AA2A77LL103783,https://premiumcarsfl.com/wp-content/uploads/2024/02/WP0AA2A77LL103783-02-1.jpg,https://premiumcarsfl.com/listing/2020-porsche-panamera-4-awd/?store=xpremium
Used,123,xpremium,in_store:premium,BMW,PANAMERA,2018,White,90926,22900,WBA8B9G52JNU98092,https://premiumcarsfl.com/wp-content/uploads/2024/02/WBABB9G52JNU98092-02.jpg,https://premiumcarsfl.com/listing/2018-bmw-3-series-330i-xdrive-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2021,Black,79343,17900,5YFS4MCE1MP064765,https://premiumcarsfl.com/wp-content/uploads/2024/02/5YFS4MCE1MP064765-02.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-se-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2021,White,74104,18900,JTDS4MCE8MJ065013,https://premiumcarsfl.com/wp-content/uploads/2024/02/JTDS4MCE8MJ065013-02.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,SENTRA,2019,Gray,99564,11900,3N1CB7AP4KY229367,https://premiumcarsfl.com/wp-content/uploads/2024/02/3N1CB7AP4KY229367-02.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan-2-3/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,OPTIMA,2018,Black,76807,14900,5XXGU4L13KG286104,https://premiumcarsfl.com/wp-content/uploads/2024/02/5XXGU4L13KG286104-02.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan-2-2/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2018,Black,119572,8900,5NPD84LF4JH368686,https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPD84LF4JH368686-02.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,JEEP,CHEROKEE,2016,Black,60184,16900,1C4PJMCS8GW286526,https://premiumcarsfl.com/wp-content/uploads/2024/02/1C4PJMCS8GW286526-02.jpg,https://premiumcarsfl.com/listing/2016-jeep-cherokee-4wd-latitude/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2020,Gold,33401,17900,1FMCU0G68LUC20989,https://premiumcarsfl.com/wp-content/uploads/2024/02/1FMCU0G68LUC20989-02.jpg,https://premiumcarsfl.com/listing/2020-ford-escape-se/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,CRUZE,2018,Red,139412,7400,1G1BE5SM8J7135641,https://premiumcarsfl.com/wp-content/uploads/2024/02/1G1BE5SM8J7135641-02.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-cruze-lt-auto/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2020,White,57256,14995,5NPD84LF4LH603669,https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPD84LF4LH603669-02.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-value-edition-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2017,Silver,112320,7900,5NPD74LF0HH184746,https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPD74LF0HH184746-02.jpg,https://premiumcarsfl.com/listing/2017-hyundai-elantra-se/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,"TRANSIT CONNECT",2016,Black,107619,19900,1FTYE1YM7GKA38311,https://premiumcarsfl.com/wp-content/uploads/2024/02/1FTYE1YM7GKA38311-02.jpg,https://premiumcarsfl.com/listing/2016-ford-transit-150-v-6-engine-high-roof/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,EQUINOX,2018,Black,42897,15900,2GNAXHEV3J6344280,,https://premiumcarsfl.com/listing/2018-chevrolet-equinox-suv-w-1-ls/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,CANYON,2016,White,93658,21900,1GKS1GKC0GR391375,https://premiumcarsfl.com/wp-content/uploads/2024/02/1GKS1GKC0GR391375-02.jpg,https://premiumcarsfl.com/listing/gmc-yukon-xl-slt-4x2-suv/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,SONATA,2016,White,98637,9100,5NPE24AA7GH390073,https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPE24AA7GH390073-02.jpg,https://premiumcarsfl.com/listing/hyundai-sonata-eco-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EXPLORER,2017,Black,65583,16900,1FM5K7D89HGC51770,https://premiumcarsfl.com/wp-content/uploads/2024/02/1FM5K7D89HGC51770-02.jpg,https://premiumcarsfl.com/listing/2017-ford-explorer-xlt/?store=xpremium
Used,123,xpremium,in_store:premium,BMW,328d,2014,Black,98320,10800,WBA3D5C57EKX99077,https://premiumcarsfl.com/wp-content/uploads/2024/02/WBA3D5C57EKX99077-02.jpg,https://premiumcarsfl.com/listing/328d-xdrive-awd-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,C-HR,2019,Silver,89784,16400,JTNKHMBX7K1036523,https://premiumcarsfl.com/wp-content/uploads/2024/02/JTNKHMBX7K1036523-02.jpg,https://premiumcarsfl.com/listing/2019-toyota-c-hr/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,EQUINOX,2020,White,94269,13900,2GNAXKEV9L6220739,https://premiumcarsfl.com/wp-content/uploads/2024/02/2GNAXKEV9L6220739-02.jpg,https://premiumcarsfl.com/listing/2020-chevrolet-equinox-lt/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,SENTRA,2019,Black,94963,9900,3N1AB7AP9KY278538,https://premiumcarsfl.com/wp-content/uploads/2024/02/3NIAB7AP9KY278538-02.jpg,https://premiumcarsfl.com/listing/15168/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,ROGUE,2018,Black,102491,10900,KNMAT2MT1JP613653,https://premiumcarsfl.com/wp-content/uploads/2024/02/KNMAT2MT1JP613653-02.jpg,https://premiumcarsfl.com/listing/2018-nissan-rogue-s/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,PATHFINDER,2020,Gray,94323,14900,5N1DR2AN2LC578838,https://premiumcarsfl.com/wp-content/uploads/2024/02/5N1DR2AN2LC578838-02.jpg,https://premiumcarsfl.com/listing/2020-nissan-pathfinder-s/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,FORTE,2020,Silver,78246,10900,3KPF24AD9LE200965,https://premiumcarsfl.com/wp-content/uploads/2024/02/3KPF24AD9LE200965-02.jpg,https://premiumcarsfl.com/listing/2020-kia-forte-lxs/?store=xpremium
Used,123,xpremium,in_store:premium,JEEP,"GRAND CHEROKEE",2014,White,135288,8900,1C4RJFAG7EC280167,https://premiumcarsfl.com/wp-content/uploads/2024/02/1C4RJFAG7EC280167-02.jpg,https://premiumcarsfl.com/listing/2014-jeep-grand-cherokee-4x4/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2017,Gray,65577,10900,1FMCU0GD8HUE86518,https://premiumcarsfl.com/wp-content/uploads/2024/02/1FMCU0GD8HUE86518-02.jpg,https://premiumcarsfl.com/listing/2017-ford-escape-se/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,TUCSON,2016,Blue,91463,9900,KM8J23A44GU181829,https://premiumcarsfl.com/wp-content/uploads/2024/02/KM8J23A44GU181829-02.jpg,https://premiumcarsfl.com/listing/2016-hyundai-tucson-se/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2017,Blue,127360,7900,KMHD35LH2HU373662,https://premiumcarsfl.com/wp-content/uploads/2024/02/KMHD35LH2HU373662-02.jpg,https://premiumcarsfl.com/listing/2017-hyundai-elantra-gt-hatchback-4d/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,YUKON,2016,White,93658,21900,1GKS1GKC0GR391375,https://premiumcarsfl.com/wp-content/uploads/2024/02/1GKS1GKC0GR391375-02-1.jpg,https://premiumcarsfl.com/listing/2016-gmc-yukon-lx/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,OPTIMA,2016,Black,122493,7900,5XXGT4L35GG016027,https://premiumcarsfl.com/wp-content/uploads/2024/02/5XXGT4L35GG016027-02.jpg,https://premiumcarsfl.com/listing/2016-kia-optima-lx-2/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,OPTIMA,2016,Red,90627,6900,5XXGT4L30GG076670,https://premiumcarsfl.com/wp-content/uploads/2024/02/5XXGT4L30GG076670-02.jpg,https://premiumcarsfl.com/listing/2016-kia-optima-lx/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2017,Blue,120890,7900,KMHD74LF6HU397721,https://premiumcarsfl.com/wp-content/uploads/2024/03/KMHD74LF6HU397721-02.jpg,https://premiumcarsfl.com/listing/2017-hyundai-elantra-se-2/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EXPLORER,2016,Black,118630,9900,1FM5K7B8XGGB83657,https://premiumcarsfl.com/wp-content/uploads/2024/03/1FM5K7B8XGGB83657-02.jpg,https://premiumcarsfl.com/listing/2016-ford-explorer/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,SONIC,2017,White,89176,8900,1G1JG6SH8H4166611,https://premiumcarsfl.com/wp-content/uploads/2024/03/1G1JG6SH8H4166611-02.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-sonic-lt-auto-fleet/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,Sienna,2012,Red,134146,8900,5TDKK3DC3CS266168,https://premiumcarsfl.com/wp-content/uploads/2024/02/5TDKK3DC3CS266168-02-1.jpg,https://premiumcarsfl.com/listing/2012-toyota-sienna-2/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,4RUNNER,,,,8900,5TDKK3DC3CS266168,https://premiumcarsfl.com/wp-content/uploads/2024/02/5TDKK3DC3CS266168-02.jpg,https://premiumcarsfl.com/listing/2012-toyota-sienna/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,VERSA,2020,White,45458,12900,3N1CN8EV7LL804033,https://premiumcarsfl.com/wp-content/uploads/2024/02/3N1CN8EV7LL804033-02.jpg,https://premiumcarsfl.com/listing/2020-nissan-versa-sv/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2020,Gray,83796,12900,JTDEPRAE4LJ071054,https://premiumcarsfl.com/wp-content/uploads/2024/02/JTDEPRAE4LJ071054-02.jpg,https://premiumcarsfl.com/listing/2020toyota-corolla-le/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2019,Black,34794,14900,2T1BURHE9KC214298,https://premiumcarsfl.com/wp-content/uploads/2024/02/2T1BURHE9KC214298-02.jpg,https://premiumcarsfl.com/listing/2019-toyota-corolla-le/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2018,Black,131516,9900,2T1BURHE9JC102230,https://premiumcarsfl.com/wp-content/uploads/2024/02/2T1BURHE9JC102230-02.jpg,https://premiumcarsfl.com/listing/2018-toyota-corolla-le/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,"ROGUE SPORT",2017,Red,122215,10900,JN1BJ1CP9HW015984,https://premiumcarsfl.com/wp-content/uploads/2024/02/JN1BJ1CP9HW015984-02.jpg,https://premiumcarsfl.com/listing/2017-nissan-rogue-sport/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SORENTO,2017,Red,90336,9900,5XYPG4A57HG254208,https://premiumcarsfl.com/wp-content/uploads/2024/02/5XYPG4A57HG254208-02-1.jpg,https://premiumcarsfl.com/listing/2017-kia-sorento-lx-v6/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,PILOT,2018,Silver,109849,15900,5FNYF5H33JB015043,https://premiumcarsfl.com/wp-content/uploads/2024/02/5FNYF5H33JB015043-02.jpg,https://premiumcarsfl.com/listing/2018-honda-pilot-ex/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2015,White,78739,6900,1FADP3F26FL249634,https://premiumcarsfl.com/wp-content/uploads/2023/10/IFADP3F26FL249634-02.jpg,https://premiumcarsfl.com/listing/2015-ford-focus-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,CIVIC,2021,Silver,24863,17900,SHHFK7H9XMU413131,https://premiumcarsfl.com/wp-content/uploads/2023/09/hondacivic2021-02.jpg,https://premiumcarsfl.com/listing/2021-honda-civic/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2020,Gray,57738,6900,5NPD84LF8LH630311,https://premiumcarsfl.com/wp-content/uploads/2024/03/5NPD84LF8LH630311-02.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-sel-2/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2020,Gray,85721,11900,5NPD84LF4LH575761,https://premiumcarsfl.com/wp-content/uploads/2024/03/5NPD84LF4LH575761-02.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-sel/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,CIVIC,2020,Gray,53630,14900,2HGFC2F69LH509529,https://premiumcarsfl.com/wp-content/uploads/2024/03/2HGFC2F69LH509529-02-1.jpg,https://premiumcarsfl.com/listing/2020-honda-civic-lx/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,ACCORD,2020,White,126890,14900,1HGCV1F31LA095190,https://premiumcarsfl.com/wp-content/uploads/2024/03/1HGCV1F31LA095190-02.jpg,https://premiumcarsfl.com/listing/2020-honda-accord-sport/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,RAV4,2020,White,47591,22900,2T3W1RFV0LC054785,https://premiumcarsfl.com/wp-content/uploads/2024/03/2T3W1RFV0LC054785-02.jpg,https://premiumcarsfl.com/listing/2020-toyota-rav4-xle/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,C-HR,2019,Blue,78934,14900,JTNKHMBX4K1060052,https://premiumcarsfl.com/wp-content/uploads/2024/03/JTNKHMBX4K1060052-02.jpg,https://premiumcarsfl.com/listing/2019-toyota-c-hr-xle/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,ALTIMA,2018,Black,92581,10900,1N4AL3AP2JC204491,https://premiumcarsfl.com/wp-content/uploads/2024/03/1N4AL3AP2JC204491-02.jpg,https://premiumcarsfl.com/listing/2018-nissan-altima/?store=xpremium
Used,123,xpremium,in_store:premium,MAZDA,CX-5,2017,Gray,82787,13900,JM3KFACL1H0112618,https://premiumcarsfl.com/wp-content/uploads/2024/03/JM3KFACL1H0112618-02.jpg,https://premiumcarsfl.com/listing/2017-mazda-cx-5-touring/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,FORTE,2018,White,76750,9900,3KPFK4A71JE239430,https://premiumcarsfl.com/wp-content/uploads/2024/03/3KPFK4A71JE239430-02.jpg,https://premiumcarsfl.com/listing/2018-kia-forte-lx/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,FORTE,2021,Gray,86437,10900,3KPF24AD3ME306118,https://premiumcarsfl.com/wp-content/uploads/2024/03/3KPF24AD3ME306118-02.jpg,https://premiumcarsfl.com/listing/2021-kia-forte-lxs/?store=xpremium
